,wordChosen,catch1,catch2,gender,age,wordPair
1935,4,human,robot,2,61,4|1
1936,9,human,smart robot,2,29,9|7
1939,5,robot and humane,robot,1,65,5|6
1940,7,Human,Robot,2,48,7|2
1941,8,human,robot,2,44,8|2
1942,1,Human,Robot,2,20,1|10
1943,7,human,robot,2,31,8|7
1944,10,human,robot,2,37,2|10
1946,3,human,robot,1,42,9|3
1947,1,human,smart robot,1,32,10|1
1948,3,human,robot,2,21,8|3
1949,5,human,robot,2,27,1|5
1950,2,human,robot,2,21,2|4
1951,8,human,robot,2,32,2|8
1952,4,human,robot,1,25,7|4
1953,1,human,robot,2,29,8|1
1954,9,human,robot,2,34,8|9
1955,1,human,robot,2,38,7|1
1959,1,human,robot,1,29,1|4
1960,1,Human,Robot,1,21,5|1
1961,9,human,robot,2,33,10|9
1962,5,human,robot,1,30,2|5
1963,7,HUMAN,ROBOT,2,29,7|5
1964,3,human,robot,2,25,8|3
1965,4,Human ,Robot ,2,23,8|4
1966,6,human,robot,1,49,6|4
1967,6,human,robot,2,25,5|6
1968,9,human,robot,2,27,9|1
1971,1,human,robot,2,30,3|1
1972,9,human,robot,1,24,9|2
1973,9,human,robot,1,23,9|8
1974,1,human,smart robot,1,32,6|1
1975,4,human,robot,1,31,3|4
1976,9,human,robot,2,50,9|4
1978,7,human,robot,1,25,7|10
1979,10,human,robot,1,28,6|10
1980,3,human,robot,2,49,3|10
1981,9,human,smart robot,1,27,3|9
1982,5,human,robot,1,47,7|5
1983,8,human,robot,1,29,4|8
1985,4,Human,Robot,1,22,4|3
1989,8,human,robot,2,35,3|8
1990,7,human,robot,1,27,7|2
1997,6,human,robot,1,25,6|8
1998,10,human,robot,1,35,10|6
2000,9,human,robot,2,29,6|9
2001,1,human,smart robot,1,30,10|1
2002,3,human,robot,2,38,6|3
2003,2,human,robot,1,47,2|3
2004,2,human,robot,2,38,3|2
2005,10,human and robot,robot,2,40,10|2
2006,4,human,robot,1,24,2|4
2008,7,human,robot,2,21,5|7
2009,9,human,robot,1,24,10|9
2010,10,human,robot,1,30,8|10
2012,3,human,robot,1,22,5|3
2013,5,human,robot,2,29,5|9
2014,7,human,robot,2,34,3|7
2015,4,human,robot,1,32,4|7
2016,9,human,robot,2,33,9|7
2017,9,human,robot,2,36,9|6
2018,5,human,robot,2,33,10|5
2019,5,human,a robot,2,52,6|5
2020,1,human,smart robot,2,24,1|5
2021,2,human,robot,2,53,6|2
2022,4,human,robot,1,23,10|4
2023,1,human,robot,1,36,1|3
2025,7,human,robot,1,25,7|3
2032,6,human,smart robot,2,35,6|7
2033,4,human,robot,2,51,4|10
2034,1,human,robot,2,38,7|1
2035,8,human,robot,1,24,8|2
2040,7,human,robot,1,28,8|7
2042,7,Human,Robot,2,25,7|6
2046,7,human,robot,2,38,7|8
2047,9,human,robot,2,31,2|9
2048,8,human,robot,2,28,1|8
2050,8,human.,robot.,2,59,2|8
2054,4,human,robot,2,54,4|9
2055,5,human,robot,2,25,5|1
2057,9,human,robot,2,53,9|3
2058,7,human,robot,1,24,7|8
2059,4,human,robot,1,32,4|3
2060,9,human,smart robot,2,32,9|10
2061,2,human,robot,2,22,7|2
2063,4,human,robot,2,42,4|8
2064,4,human,robot,2,55,4|5
2065,5,human and the robot,robot,2,64,2|5
2066,3,Human,robot,2,56,2|3
2067,9,human,robot,1,31,9|5
2068,6,human,robot,2,23,6|4
2070,10,human.,smart robot.,2,25,8|10
2071,6,human,robot,1,31,6|2
2072,3,human,robot,2,31,5|3
2073,7,human.,robot.,1,39,9|7
2074,4,human,robot,2,42,4|10
2075,8,human,robot,1,23,6|8
2077,1,human,robot,1,35,10|1
2078,9,human,robot,1,54,3|9
2079,9,human,robot,2,74,9|8
2081,2,human,robot,1,23,2|4
2082,4,HUMAN,ROBOT,2,29,4|9
2084,2,human,robot,1,27,2|10
2085,4,human,robot,1,32,4|7
2086,7,human,robot,1,25,1|7
2087,7,human,robot,1,44,7|10
2088,6,human,robot,2,38,4|6
2090,6,human,robot,3,24,6|3
2091,10,human,robot,2,42,10|3
2092,10,human,robot,2,36,10|8
2093,6,Human,Smart Robot,1,30,2|6
2094,5,human,robot,2,34,10|5
2095,10,human,robot,1,25,3|10
2096,8,human,robot,1,39,2|8
2097,6,human,robot,1,19,3|6
2098,9,Human,Robot,3,26,9|4
2100,1,human,robot,2,28,1|9
2101,3,human,robot,2,49,3|8
2102,7,human,smart robot,1,25,8|7
2103,9,human,robot,2,24,9|1
2104,1,human,robot,1,63,7|1
2105,1,human,robot,1,19,8|1
2106,7,human,robot,1,23,5|7
2107,9,human,robot,2,28,9|2
2108,6,human,robot,2,37,6|9
2110,3,human,robot,1,23,3|2
2112,5,human,robot,2,40,1|5
2113,10,human,robot,2,21,1|10
2114,7,human,robot,1,22,7|5
2115,7,Human,Robot,1,22,6|7
2117,8,human,robot,1,42,8|6
2118,1,Human,Smart Robot,1,33,3|1
2121,4,human,robot,1,27,8|4
2122,3,Human,robot,1,48,3|5
2123,1,human,robot,1,27,5|1
2124,5,human,robot,1,29,5|2
2125,1,Human,Robot,1,29,1|2
2126,3,Human,robot,2,63,3|7
2127,5,human ,robot,2,22,5|8
2128,4,human,robot,1,42,7|4
2130,3,human,robot,1,26,8|3
2131,7,human,robot,1,26,2|7
2132,4,human,robot,1,43,4|2
2133,6,human,robot,1,27,6|4
2134,2,human,robot,1,26,2|9
2135,4,human,robot,1,25,5|4
2136,1,human,robot,2,40,6|1
2137,6,Human,Robot,1,25,2|6
2138,3,human,robot,1,22,3|8
2139,10,human,robot,1,34,10|2
2140,1,human,smart robot,1,32,1|3
2141,7,human,robot,2,20,5|7
2142,1,human,robot,1,67,1|10
2143,5,human,robot,2,25,2|5
2144,5,Human,Robot,1,36,6|5
2145,1,human,robot,1,35,1|5
2146,5,human,robot,2,22,5|9
2149,10,human,robot,2,35,8|10
2150,4,Human,robot,1,25,7|4
2151,2,human,robot,2,27,2|8
2152,7,human,robot,2,23,7|10
2153,8,human,robot,2,38,8|2
2154,3,human,smart robot,2,22,3|6
2155,9,human,robot,2,30,9|2
2156,4,human,smart robot,1,29,4|9
2158,5,human,smart robot,1,32,5|6
2159,7,human,robot,2,30,8|7
2160,5,human,smart robot,1,59,5|3
2161,1,human,robot,2,29,1|2
2162,2,Human,Robot,1,27,2|7
2163,1,human,robot,2,21,8|1
2166,1,Human,Robot,2,26,4|1
2167,1,Human,Smart Robot,1,30,1|3
2168,3,the human,smart robot,1,32,3|9
2169,1,HUMAN,ROBOT,1,41,6|1
2170,4,human,robot,1,21,4|3
2171,7,Human,Robot,1,20,3|7
2172,1,human,robot,1,19,1|7
2173,6,human,smart robot,1,40,6|8
2174,6,human,robot,1,29,8|6
2176,1,human,robot,1,23,3|1
2177,1,human.,smart robot.,2,44,2|1
2178,1,human,robot,2,40,1|6
2179,1,human,robot,2,22,1|4
2182,1,human,robot,1,38,5|1
2183,9,human and robot,robot,1,41,9|3
2184,3,Human,Robot,1,28,2|3
2185,6,Human,Robot,1,26,9|6
2186,9,HUMAN,ROBOT,2,46,9|7
2187,4,human,smart robot,1,29,4|5
2188,4,human,computer,2,30,5|4
2189,10,human,robot,2,37,10|3
2190,10,human and robot,robot,2,28,2|10
2191,5,human,robot,1,24,3|5
2192,4,human,robot,1,28,2|4
2194,9,human,robot,2,47,9|5
2195,7,human,smart robot,2,46,7|8
2196,7,human,robot,2,35,6|7
2197,5,Human,Robot,2,24,8|5
2198,1,human,robot,1,28,1|9
2199,10,human and robot,robot,1,24,10|6
2200,1,human,robot,1,23,7|1
2201,1,human,robot,1,32,10|1
2202,9,human,robot,1,33,9|8
2203,4,human,robot,1,27,8|4
2204,2,human,smart robot,1,24,7|2
2205,6,human,robot,2,60,7|6
2206,9,human,robot,1,30,2|9
2207,6,human,robot,1,30,6|3
2208,4,human,robot,2,28,4|8
2209,2,human,robot,2,34,5|2
2210,3,human,robot,1,38,8|3
2211,1,human,robot,1,27,9|1
2212,7,human,robot,1,33,10|7
2213,2,human,robot,1,23,4|2
2214,4,human,smart robot,1,25,9|4
2215,7,human,robot,2,27,7|5
2216,6,human,robot,1,26,6|10
2218,9,human,robot,1,21,8|9
2219,7,human,robot,1,22,3|7
2220,1,human,robot,2,40,1|9
2221,10,human,robot,2,21,10|4
2222,4,human.,robot.,3,41,10|4
2223,3,human,robot,1,49,3|6
2224,1,human,robot,2,27,1|6
2225,2,human,robot,1,20,10|2
2226,1,human,robot,2,46,4|1
2227,1,human,robot,1,49,7|1
2228,2,human,robot,2,27,8|2
2229,4,human,robot,1,40,4|6
2230,3,human,robot,1,21,3|10
2231,10,human,robot,2,23,2|10
2232,5,human,robot,1,39,5|8
2233,8,Human,Robot,1,21,2|8
2234,2,human,robot,2,29,6|2
2235,3,human,smart robot,1,27,3|9
2236,4,human,robot,1,21,4|9
2237,1,human,robot,1,25,1|10
2238,6,human ,robot ,1,31,6|9
2239,8,human.,robot.,1,31,8|6
2240,4,human,robot,1,23,4|10
2241,5,human,robot,2,60,8|5
2242,3,human,robot,2,32,3|8
2243,8,human,smart robot,1,36,10|8
2244,1,human,robot,1,22,9|1
2245,10,human,robot,2,31,10|1
2246,3,human,robot,1,31,2|3
2247,3,human,robot,1,25,3|5
2248,1,human,robot,2,41,8|1
2249,3,human and robot,robot,2,26,3|2
2250,1,human,robot,2,32,6|1
2251,9,human,robot,2,26,9|6
2252,5,human,robot,1,25,1|5
2253,10,human,robot,1,54,10|9
2255,8,human,robot,2,23,8|7
2256,6,human,robot,1,29,6|10
2258,9,human,robot,1,28,9|2
2259,4,Human,Robot,1,22,9|4
2260,4,human,robot,1,51,1|4
2261,10,human,robot,2,53,5|10
2262,1,human,robot,1,28,3|1
2263,1,human,robot,1,36,2|1
2264,7,human ,robot,2,35,7|2
2266,6,human,robot,1,43,6|3
2267,5,human,robot,2,29,2|5
2270,5,human,robot,1,31,5|9
2271,10,human,robot,2,25,10|3
2272,7,human,robot,1,22,7|5
2273,1,human,robot,1,47,1|2
2274,7,human,robot,1,38,7|9
2275,10,human,robot,2,33,7|10
2276,6,Human,Robot,2,26,7|6
2277,1,human,smart robot,2,28,1|7
2278,10,human,smart robot,1,19,9|10
2279,3,human,robot,1,25,3|4
2280,1,human,robot,1,19,5|1
2282,4,human ,robot ,2,29,2|4
2283,7,human,robot,1,26,5|7
2284,4,human,robot,2,48,4|2
2285,8,human,smart robot,1,58,8|4
2286,9,human,robot,2,29,9|8
2287,7,human,a smart robot,2,28,2|7
2288,4,human,robot,2,22,4|5
2289,10,human,smart robot,1,26,8|10
2290,3,human,robot,1,23,5|3
2291,4,Human,Robot,1,31,5|4
2292,3,human,robot,2,23,7|3
2293,5,human ,robot,1,28,5|6
2294,8,human,robot,2,52,8|3
2295,4,human,robot,2,29,4|8
2296,7,human and robot,robot,1,30,10|7
2297,1,Humans,Robot,1,27,1|8
2298,3,human,robot,1,45,1|3
2299,2,human,robot,1,26,2|6
2300,7,human,robot,1,25,4|7
2301,9,human,robot,1,33,2|9
2303,7,Human,Robot,1,25,4|7
2304,8,human,robot,1,30,8|2
2306,5,human,robot,1,46,5|2
2307,7,human,robot,2,28,7|8
2308,2,human,robot,1,21,2|5
2309,1,human,robot,1,33,5|1
2310,9,human,robot,1,27,2|9
2311,3,human,computer,1,22,3|8
2312,10,human,robot,2,52,10|1
2313,4,Human,Robot,1,26,4|10
2315,9,human,robot,1,45,5|9
2316,2,Human,robot,1,20,2|3
2317,4,human,robot,2,36,4|8
2318,9,human,robot,2,24,9|10
2319,9,human and robot,robot,1,22,9|5
2320,4,human,robot,1,23,8|4
2321,7,human,smart robot,2,25,7|3
2323,8,human,smart robot.,1,41,2|8
2324,1,human,robot,2,29,1|2
2326,4,Human,Robot,1,42,5|4
2327,4,human,robot,1,27,4|9
2328,10,human,robot,2,54,8|10
2329,1,human,robot,1,26,1|6
2335,2,human,robot,2,41,3|2
2336,1,human,smart robot,1,42,9|1
2338,9,human ,robot,1,48,9|3
2339,4,human,robot,1,26,9|4
2340,4,human,robot,1,32,4|3
2341,4,human,robot,1,29,4|1
2342,10,human,robot,1,26,2|10
2344,3,human,robot,1,26,3|1
2347,10,human,robot,2,25,10|2
2350,4,human,robot,1,23,7|4
2352,8,human,robot ,1,23,9|8
2356,10,human,smart robot,2,34,3|10
2359,7,human,robot,1,25,7|5
2360,6,human,robot,1,18,10|6
2361,4,human,robot,2,28,6|4
2362,5,human,robot,1,25,5|6
2363,1,human,robot,1,22,1|8
2364,4,human,robot,1,26,3|4
2365,9,Human,Robot,2,24,7|9
2366,3,human,smart robot,1,22,6|3
2367,7,human,smart robot,1,36,7|1
2368,6,Human,Robot,1,25,6|9
2372,1,human,smart robot,2,22,6|1
2374,1,human,smart robot,2,27,1|7
2375,3,Human,Smart Robot,1,23,5|3
2376,2,human,robot,1,31,2|7
2377,3,human,robot,1,18,8|3
2378,6,human,robot,2,41,9|6
2379,9,human,robot,1,37,8|9
2382,4,human,robot,1,28,4|5
2383,6,human ,robot,2,39,8|6
2385,3,human,computer,1,31,3|5
2386,6,Human,robot,1,19,2|6
2387,8,Human,Robot,2,21,8|1
2388,10,human and robot,robot,2,28,10|7
2389,6,human,robot,1,30,6|5
2390,6,human,robot ,1,26,6|10
2391,2,human,robot,1,22,9|2
2392,6,human,robot,1,22,6|2
2395,4,human,robot,1,24,4|6
2397,5,human,robot,1,33,10|5
2398,10,human,robot,,44,10|8
2399,7,human,robot,1,49,7|6
2400,1,human,robot,2,47,1|5
2401,7,human,robot,2,28,6|7
2402,4,human,robot,1,47,1|4
2404,5,human,robot,1,47,8|5
2405,9,human,robot,2,22,9|8
2406,7,human,robot,1,35,7|8
2407,6,human,robot,2,29,1|6
2408,4,human,smart robot,2,28,3|4
2409,4,human,robot,2,26,8|4
2410,9,human,robot,1,27,10|9
2411,3,human,robot,1,28,3|5
2413,6,human,robot,1,25,2|6
2414,5,human,robot,1,,5|6
2415,2,human,robot,1,40,10|2
2417,8,human,robot,2,35,3|8
2418,7,human,smart robot,2,32,10|7
2420,4,human,robot,2,51,9|4
2421,7,human,robot,2,23,1|7
2423,1,human,really smart robot,1,40,7|1
2424,1,human,robot,1,26,1|2
2426,6,human,robot,1,30,6|5
2427,5,human,robot,2,31,5|3
2428,3,human,robot,2,31,3|6
2429,3,Human,Robot,1,39,1|3
2432,7,human,robot,2,40,7|6
2433,4,human,robot,2,46,4|7
2434,1,human,robot,1,19,4|1
2435,7,human,robot,1,24,7|5
2436,9,human,robot,1,30,9|10
2437,8,human,smart robot,1,21,8|2
2439,1,human,smart robot,1,28,6|1
2441,5,human,robot,2,26,5|10
2443,9,Human,Robot,1,25,6|9
2444,9,human and robot,robot,1,27,9|3
2445,1,human,robot,1,22,10|1
2449,3,human,smart robot,1,37,2|3
2450,2,human,robot,1,19,3|2
2451,5,Human,Robot,2,24,9|5
2452,2,human,robot,1,22,2|7
2454,7,human,robot,1,28,9|7
2455,7,human,robot,1,26,7|10
2457,7,human,robot,1,25,7|4
2458,9,human,robot,2,30,9|2
2459,1,human,robot,2,23,1|4
2460,1,human,robot,1,42,3|1
2461,2,Human,Robot,2,20,5|2
2463,10,human,robot,2,26,3|10
2464,2,Human,Robot,2,21,4|2
2465,9,human,robot,1,33,2|9
2466,10,human,robot,1,26,2|10
2467,2,human,robot,1,25,2|8
2468,1,human,robot,1,31,1|10
2471,3,human,robot,2,27,8|3
2472,7,human,smart robot,1,21,3|7
2473,8,human,robot,2,31,4|8
2474,7,human,robot,2,26,7|9
2475,4,human,robot,2,47,4|3
2476,5,human,robot,2,25,10|5
2477,1,human,robot,2,22,2|1
2478,1,human.,robot,1,29,8|1
2479,9,human,robot,2,22,3|9
2480,5,human,robot,1,38,8|5
2481,10,human,robot,1,35,10|3
2482,5,human,robot,2,25,1|5
2483,4,Human,robot,1,29,10|4
2484,6,Human,Robot,2,40,6|10
2485,5,human,robot,2,27,2|5
2486,7,human,robot,1,23,8|7
2488,5,human,robot,2,47,5|4
2491,6,human.,robot,2,24,6|8
2496,6,human,smart robot,1,32,6|3
2497,6,human,robot,1,24,6|2
2498,7,human,robot,1,26,5|7
2499,1,human,robot,2,35,1|9
2500,4,human,robot,1,18,2|4
2502,8,human,robot,1,20,8|1
2503,1,human,robot,2,24,1|9
2504,3,human,robot,1,21,3|8
2505,4,human,robot,2,28,2|4
2506,10,human,robot,1,41,8|10
2507,7,human,robot,1,44,10|7
2508,5,human,robot,2,30,8|5
2509,9,human,robot,1,22,8|9
2510,6,human,robot,2,21,6|4
2511,2,human,robot,2,28,3|2
2512,1,human,robot,1,19,1|10
2513,9,human,robot,1,18,9|6
2516,9,human,robot,1,44,9|2
2517,3,human,Robot,1,34,6|3
2518,7,human ,robot,1,31,9|7
2519,10,human,robot,1,48,9|10
2521,9,human,robot,1,27,2|9
2522,7,Human,Smart robot,2,60,3|7
2523,8,human,robot,2,57,8|3
2524,8,human,robot,1,51,7|8
2525,9,human,Robot,1,29,5|9
2526,6,human,robot,2,28,6|9
2527,5,human.,robot.,1,42,5|10
2528,7,human,robot,1,44,8|7
2529,10,human,smart robot,2,40,2|10
2530,1,human,robot,2,26,6|1
2531,4,human,robot,1,30,4|10
2533,7,human,robot,1,38,7|6
2534,1,human,robot,1,28,1|5
2535,7,human,smart robot,1,34,7|3
2536,10,human,robot,2,58,10|3
2537,8,human,robot,2,25,8|2
2538,5,human,robot,2,37,9|5
2539,3,Human,Robot,2,36,9|3
2540,4,human,robot,2,50,3|4
2541,7,human,robot,1,31,7|9
2543,7,human,robot,2,67,7|2
2544,1,human,robot,1,43,1|4
2545,10,human,robot,2,34,10|8
2546,1,human,robot,2,27,1|7
2547,8,human,robot,1,37,5|8
2548,7,human,robot,1,45,7|10
2549,2,Human,robot,1,27,1|2
2550,5,human,robot,1,51,7|5
2552,8,human,robot,2,23,2|8
2553,3,human,robot,1,40,3|6
2554,1,human,robot,2,28,2|1
2555,5,robot and human,robot,1,26,2|5
2556,5,human,robot,2,26,5|6
2557,4,human,smart robot,1,24,4|3
2558,9,human,robot,1,57,9|8
2559,6,human,robot,1,23,6|10
2561,10,human,robot,2,50,10|6
2562,4,human,robot,1,21,10|4
2563,5,human,robot,2,24,4|5
2564,4,Human,Robot,1,21,4|2
2565,7,human,robot,2,30,2|7
2567,5,human,robot,2,33,10|5
2569,1,human,robot,1,28,10|1
2570,7,human,smart robot,1,31,4|7
2571,1,human,robot,2,39,1|3
2572,8,human,robot,2,25,6|8
2573,2,human,robot,1,23,2|3
2574,4,Human,Robot,1,31,9|4
2576,2,human,robot,1,23,5|2
2577,4,human,robot,1,29,4|8
2578,9,Human,Smart Robot,1,31,3|9
2579,8,human,robot,1,32,1|8
2580,10,Human,Robot,1,26,3|10
2581,5,human,smart robot,2,52,5|3
2583,5,human,robot,2,38,5|4
2584,1,human,robot,2,27,1|6
2585,5,human,robot,1,27,6|5
2586,7,human,smart robot,2,28,7|9
2588,8,human,robot,1,29,8|3
2589,4,HUMAN,ROBOT,1,49,4|10
2590,3,human,robot,1,27,3|10
2591,7,human,robot,2,28,7|2
2592,10,human,robot,1,29,10|1
2593,10,human,robot,2,37,10|2
2594,7,human,robot,2,25,2|7
2595,5,human,robot,2,29,5|6
2597,3,human,smart robot,1,34,3|4
2598,5,human,robot,2,61,5|9
2599,5,human,robot,2,39,5|3
2600,9,human,robot,1,33,1|9
2601,8,human,robot,2,27,7|8
2603,3,human,robot,2,68,2|3
2604,4,the human,robot,2,25,6|4
2605,5,human,robot,1,43,1|5
2608,5,human,robot,1,25,5|1
2609,1,human,smart robot ,1,23,1|4
2611,1,human,robot,2,31,7|1
2612,8,human,robot,2,39,5|8
2613,9,human,robot,2,21,9|5
2615,9,human,robot,1,28,3|9
2616,3,Human,Robot,1,25,3|2
2617,1,human,robot,2,25,1|7
2618,8,human,robot,1,25,8|4
2619,10,human,robot,2,31,10|2
2620,5,human,robot,2,30,5|7
2621,6,robot and human,robot,2,29,2|6
2622,1,human,robot,2,53,9|1
2623,4,human,robot,2,31,4|8
2624,1,human,robot,2,52,1|3
2630,7,human,robot,2,45,6|7
2632,1,HUMAN,ROBOT,1,25,1|8
2634,6,human,robot,2,29,6|8
2635,1,Human,Robot,2,22,1|6
2636,7,human,robot,1,18,3|7
2637,1,human,robot,2,55,2|1
